,clean_fin_review
12587,not apt flat foot bit less space person flat foot rest good buy
12588,"superb comfort look awesome 



 it's look awesome comfortable bottom grip also good really allen cooper make customer satisfaction thumbs_up"
12591,good quality show picturei love shoe much quality brand awesome thank amazon trustworthy online shopping app wish could damn love colourthis shoe's colour insanesmiling_face_with_heart-eyes
12592,love attractive light weight..just go
12593,amazing fit perfectly comfortable
12594,"really good thumbs_uplook,finish durable realible"
12595,comfy shoe really comfortable door walk that's use
12596,best price good product perfect fit really like
12597,good buy good wear look good performance good economically good
12598,comfortable lightweight comfortable lightweight
12599,superb superb recied expected..go
12600,perfect fit love gifted pair shoe mother absolutely love not use wear shoe first time find comfortable light weight.perfectly fit
12601,perfect shoe comfortable light weight perfect daily wear
12602,bhushan nice product
12603,nice one price timely deliver best quality per needthanks amazon seller delivery agent
12604,go best fit awesome quality much happy product recommend every one go possible
12605,nice bad product write review use one month tell everyone waste money cheap product one month use get teared cheap quality
12606,good quality walking shoe sparx thanks amazon thr prompt delivery grinning_face sparx shoe excellent daily us quality comfort excellent
12607,perfect fit expect perfect fit also comfortable run workout glad find pair
12608,comfortable shoe ideal walk casual wear lightweight flexible regard fit little width would ideal good choose size keep mind n.venkatraman
12609,superb comfortable wear good material feel good
12610,good prodict good product super
12611,best runner look product use run wear well..you definitely go it..best product
12612,good product awesome product
12613,super comfort good price range husband like much loght weight good daily use
12614,best best product
12615,nice light weight comfortable must buy
12616,good product product delivered time look something price range go best buy go
12617,rainy day awesome shoe use mainly car drive run comfortable long use ventilation really good use rainy day not get wet
12618,comfy love fit light weight product perfect casual wear work even walk outdoors
12619,"value money product i've use since two month feel totally comfortable size th cloth good permeable air like walk air also blowing,you tell air come inside shoe cloth.it's must take shoe summer season"
12620,good product good deal shoe fit well though cant run might need lace
12621,nice product nice shoe comfortable
12623,good size shoe comfortable goood soze nice product like
12624,good product price light weight comfortable wear
12625,perfect fit expected.quality good.worth money
12627,value money light weight comfortable
12628,superb awesome product
12629,best item low price best item low price
12630,good nice comfortable nice product
12631,good quality product light weight good quality product display picture
12632,best segment soft light shoe thanks amazon
12633,good shoe shirt thanks amazon
12634,maintain cleaniness love product much..it good party well casual.but maintain cleaniness get dirty little amount dirt.and product excellent
12635,value money thankyou amazon
12637,nice one worth money good look
12639,shoe good product
12640,good prduct happy shoe want order shoe size seller not ready ship kakinada pin code
12641,good cost effective good way
12644,product good like product feel comfort walk jogging
12645,great shoe value money comfortable fit light weight good walking lightweight exercise
12647,good try many brand far one fit best
12648,quality shoe good quality shoe good like shoe much perfectly fit best thing shoe look premium sole shoe also good use long
12649,best product good product buy niece like suit best change attire
12652,doubt good product good product price
12653,light weight receive image
12654,nice shoe nice comfortable shoe also look stun usual original genuine product amazon thanks
12655,nice product good product light wiight comfortable
12656,stylish shoe affordable price i'm happy shoe color look bright comfortable wear size fit perfectly size quality shoe also good
12657,great shoe good quality good thought
12659,"mention size not comfort 



 hello sir madadnenu chala rojula nundi size ni vaduthuu adhi comfort ga ne undhi meeru today delivery chesina shoe not comfort ga unthi tyte ga avuthunthi"
12660,best shoe value money best comfort best running shoe outside pack good inside unboxed shoe box little bit tore show image seal like tape tore open shoe look cool dashing veryimpressed shoe good quality best sol shoe shoe nice go opinion.red_heart️ daily run comfortable run time lovely product
12661,review super
12662,value money money_bag product almost look picture quality comfort reasonable price ok_hand
12663,nice shoe display picture smooth shoe
12664,go fit perfectly foam sole feel premium comfortable jog walk especially go downhill not glue definitely use sock shoe get damage i've use normal daily wear also exercise allow enough air circulation use help last long time colour appeal attractive white part become dirty easily wash wet cloth.value money definitely worth money get lightining sale.amazon service first one order size small return new replacement give fairly quickly service good.overall go like design colour good cheap one available feel premium aspect perfect
12665,fully satisfied comfortable light weight value money plz shoe.thabku amazon
12666,value money purchase use different brand earlier one turn best comfortable light weight feel nice wear walk jog run feel comfortable shoe light weight shoe quality compare big brand's totally value money
12667,love comfortable nice look
12669,good shoe really look good
12671,nice liter weight
12673,good nice shoe great look expect thanks amazon
12675,value money nice shoesit's wonderful shoe comfortablerelieved_facesmiling_face_with_smiling_eyesvalue moneyand comfortableshole goodlooking goodand good design
12676,excellent product exactly expect value money good comfort one go fully fit true size
12677,good product quality accord prize amazing really love colour provide give thankyou amazon reach amazing product red_heart️
12678,worth exact size foot comfortable
12680,suprb value money.......who want buy go
12681,"spectacular shoe ok_handok_hand good deal price grab size,colour combination stitch fit cushion sole quality pattern commendable affordable price make brand adorable lace length not enough quality also must improve suggestion go ahead regular size go publicise size chart overall delightful experience thanx amazon"
12682,good quality product good quality product
12685,strong sole realy fabulous like
12687,"really good product really product quality goods,cheap best shoe happy shoesthis colour awesome sport shoe"
12688,value money comfort light weight value money product
12689,good good product price range
12690,satisfied cost offer finally get value money..iam satisfy
12692,nice product light weight comfort
12693,good light weight even tho men's buy mom really love good quality light weight shoe
12696,good price good quality good performance
12697,furo nice product good product...shoe quality good perfect fit andworth itworth
12698,nice product light weightgood
12699,cheief best product like
12700,product quality good good shoe
12701,nice product good quality
12702,good product good brand good product quality fine love
12703,shoe thanx red chief stun item comfort expect
12704,great quality product nice shoe aspect light weight comfortable
12705,great not comfort
12706,simply awesome good product
12707,good quality comfortable shoe good quality comfortable shoe buy mom happy wear shoe
12708,great good per expectation
12711,good quality nice product confort style affordability one
12712,good product feel good best running shoe fit well highly recommend
12713,comfortable fit perfect lightweight comfortable shoe expect
12715,nice product nice shoe price would recommend buy size large regular fit
12716,recommend recomend everyone one buy mom happy
12717,good nice shoe super product awesome comfort
12718,superb product light weight
12720,valu money nice comfort shoe
12721,good first day use uncomfortable bit leg sore comfortable soft perfect
12722,"nice shoe tight fitting,the size mention u.k really not"
12723,quality good great product cheap pricejust simply awesome
12724,loved product good comfortable worth money pay
12726,excellent look quality good
12727,awesome product good shoe comfortable lightweight durable
12729,good great product comfortable wear
12730,review good quality nice product
12732,mast light weight
12733,liked nice shoe use since day comfortable also fit
12734,good shoe shol not fit
12735,great item comfort
12737,nice good product range
12738,comfortable good look really awesome
12739,light weight soft comfortable
12741,good overall good product
12744,overall awesome product tq amazon supper
12745,awesome feeling comfortable....i lyk
12746,nice pic nice shoe
12747,good well product
12749,super comfort value money love good
12750,comfortable comfortable walking shoe short walk
12751,super good look comfort light weight product fit
12752,anyway good well winter season
12753,true value money awesome product price true value money light weight comfortable
12754,good use excellent product good comfort
12755,satisfied satisfied..good product writing use month
12756,comfortable nice look comfortable
12757,shoe comfortable amazing nice product
12758,go colour good fiting properly
12759,nice nice thanks
12761,quality expect light weight matrial not good expect shoe not comfortable recomend not buy product month look like waste money photo
12762,good one qualited
12763,best till month best quality try
12764,awesome product good product go without hesitation
12765,good product daily use
12767,great superb quality product....must buy
12768,good nice one really liked
12771,perfect good
12772,"nice comfortable shoe 



 nice comfortable shoe"
12773,fit relax nice product love dil khush smiling_face_with_sunglasses
12774,budget friendly nothing complaint price
12775,colour quality product think
12778,good product good product lightweight little discomfort might choosen large size totally worth prize
12781,value money nice fit comfortable nice fit
12784,excellent nice awesome wear fantastic
12785,comfort gd
12786,worth worth
12788,super awesome product
12789,nice shoe run good look also value money
12790,nice shoe comfortable hope last long
12792,quality good light weight stylish look go
12794,nice product good product
12795,good regular user happy product
12797,suggest friend sole not pasted sole come everytime wear first replace item second product issue return
12798,good product low price good product low price go market rate shoe market high th shopkeeper sell shoe rupee
12799,"good value worth love product's quality comfort,weight fitment ability worth buy rating product"
12800,value money product fitting expect comfortable casual usage much suitable run heavy sport activity
12802,good quality product good quality product standard prize
12803,five star go repent miss offer
12804,wonderful product set perfectly light really impressed buy
12806,nice product good
12807,excellent good quality low price
12808,perfect fit awesome shoe excellent price fit perfect
12809,nice productthumbs_uplight_skin_tone good one morning walking
12810,excellent product buy product second time fully satisfy
12811,perfect fit light weight good stuff
12812,worth money awesome hv use almost year every morning heavy exercise+running nd still nothing happen realy good product go awesome
12813,worth every single rupee use shoe two month completely satisfied quality product exact size fit superior quality light weight good look
12814,five star nice comfortable lightweight look good thank amazon
12815,price value money good comfortable totally worth money top seem sturdy
12816,thanks boy really appreciate
12817,fit fine shoe lightweight comfortable
12818,light weight comfortable bring father love
12819,good one product good rhe fitting also nice
12820,"worth shoe's sole come out,after time wear expect well quality puma amazon"
12821,"comfort nd light weight aswome product 



 firstly open box get tag right leg side shoe.secondly shoe's stain food it.lastly puma logo right leg side upside hence defect i've apply replacement let's see happen replaced product good new.but quality comfort good original puma yeah defect maybe used.i edit review replacement"
12822,comfortable like mattress comfortable shoe detachablesole come every time remove shoe
12823,product review decent walk running shoe
12824,fully satisfied product comfortable
12825,fit good
12826,good product receive product comfortable shoe jog
12827,comfortable shoe light comfortable
12828,five star fantastic shoe full comfortab shoe look good stylish
12829,"perfect fit worth price perfect fit,worth price"
12830,"nice product quality comfortable wear,and light weight"
12831,excellent shoe awesome shoe like shoe second time use use first parir shoe yrsam use shoe daily office
12832,perfect fit best shoe
12833,good look perfect daily use low budget good comfortable shoe nice look durable compare others
12834,nice shoe nice shoe
12835,"comfort nice shoe 



 i like"
12837,super i'm use last one year good quality satisfy
12839,good product product good well durable use continuously last month
12841,"comfortable 



 looking good comfortable shoe"
12842,value money thumbs_up light weight comfert feel long time best option
12843,awesomethumbs_upclapping_hands good quality light weight comfort
12845,like shoe good quality furo make perfect shoe sport thank redchief thank amazon
12846,super shoe go quality product nice comfort wear
12847,comfortable comfortable want
12848,thank amazon like shoe much good comfortable shoe colour good pretty thanks red chief shoe
12849,good comfort fit comfort awesome airy light weight
12850,awsome product red chief low cost go ot without hesitation lightweight comfortable shoe good price range durable shoe regular use love
12851,nice fit good product
12852,excellent product red chief smiling_face_with_smiling_eyes get dirty sooner need wash every run
12853,value money product good lightweight indeed lightweight sole shoe make kinda foam not durable that's overall good price
12854,super shoe product super comfort light weight...i love shoe even recommend friend buy
12857,product worth money much comfortable smooth wise buy
12858,comfortable shoe seem original use shoes purpose like run play office excellent fit great look
12859,nice shoe like product light weight comfort feel walking time
12860,nice cheap shoe nice
12861,amaze product low cost.....must buy amaze shoe asian quality expect asian amazon little bit large depend person person
12862,iight weight best rate comfort
12863,soft old product
12866,perfect price o.k product walking
12867,value money not good quality
12868,good buy son material style good worth buying
12869,nice shoe good product
12870,good nice good condition best
12871,asian shoe product fine durable.only price high
12872,good product quality product affordeable cost
12873,good product superb fit pretty good insert gel sole comfortable
12875,value money shoe asian excellent shoe reasonable price get offer
12876,amaze product happy smiling_face_with_heart-eyes owsom shoe large
12878,love best product price colour quality describe size perfect awesome buy
12880,great one great one
12882,good product nice awesome
12883,excellent comfortable light weight comfortable
12884,nice light weight comfortable
12885,good nice product use month extremely good quality
12886,nice product nice shoe worth price....go low budget
12887,good product excellent product without hesitation go
12888,worth money must try light weight much comfortable
12889,good deal gift father love style comfort
12891,good pair shoe without issue material fit good pair shoe without issue material fit
12892,lightweight comfortable lightweight much comfortable pocket friendly price also look good
12893,soft light weight look like good running shoe ok short distance work office not longer walk sole quite hard not comfortable
12894,perfect exactly want great fit good quarantine run
12896,satisfy arrived time describe size properly feel incredible
12897,read buy poor quality worn couple time destroy inside
12898,awesome fit awesome material nice shoe awesome fit awesome material nice shoe
12899,good comfort light weight
12900,awesome nice shoe
12902,product best buy.it light weight also comfortable wear it.its quality best
12903,perfect excellent comfortable trainer honest can’t ever go wrong puma product always certain level quality never disappoints
12904,nothing
12907,perfect light comfortable use slipper far well normal slipper
12908,satisfy normally get ordered size still small lass fit expect fit not return reason
12909,look amaze smiling_face_with_heart-eyes fantastic super comfortable soft fit expect looks good excellent price
12910,love get product show really fits dad love it.worth money also wear casual dress men
12911,value money product good comfortable get product show picture
12913,nice shoe great comfort
12915,awesome quality comfort awesome
12916,excellent worth money..very good product
12921,fantastic good shoe value money
12922,good product product good
12923,product nice good looking.in price quality awesome
12924,nice product nice product i'm happy gift father also happy product
12925,perfect product original comfortable
12926,comfortable third time buy item every time comfortable wear.definately recommend everyone
12927,comfortable shoe best shoe run rood
12928,little colour different shoe good comfort light weight
12929,"good product thank amazon good product,i happy"
12930,good product economic
12931,best best quaity super smooth love it...ordered dad happy thanks amazon nice super quality
12932,lightweight ventilate shoe lightweight ventilate shoe awesome purchase price
12933,good product shoe comfy light design look good met expectation
12934,value money best quality product asian keep
12936,best morning evening walk best morning evening walk one use walking purpose daily life thank asian making best product
12937,perfect shoe middle class man's fitting shoe mindblowing expect amazing....but glue pop external area that's not good
12938,favourite shoe awesome show problem isits base wear soon span bbn case make good material would best shoe ever
12939,best daily wear rough tough excellent use roughly easy clean like much best purchase around rupees last year enough invest get best one less price
12940,go good look ultra light pair shoe nothing expect low price
12941,nice shoe comfortable nice fit good comfort seem good quality too....what else need thanks
12942,good quality product brand name experience
12943,excellent price use almost month worth price expect nike quality price not suitable run extremely decent daily usage little large fit gonna buy another pair must buy
12944,good fit average quality buy friend good fit average quality value money
12945,paisa wasool good product asian must buy good shoe light weight nice look
12946,look fit perfect good quality perfect size fit per specify look slick nice packaging good seller
12948,good product good product price range
12949,comfort father use four month good him...he tell comfort
12950,must buy product purhased quality super comfort shoes.....must buy value money go blindly
12951,comfortable nice shoe comfort level really good wear whole day get issue
12952,good product good show picture
12953,simply best product thumbs_up make india indian company good quality material price
12954,good good product light weight cheap stylish quite perfect fit.i consider extra ordinary
12956,wowwww good shoe drive shoe car km single pain shoe soft
12957,awesome comfortable shoe light weight comfortable walk workout
12958,good quality much comfortable
12959,five star nice style easy put-in/out
12962,nice product beautiful shoe
12963,style nice comfortable shoe nice style
12964,good shape size good fit shape light weight
12965,value money well price
12966,osm product excellent product soft look stylish get amazing price
12967,best shoe price range avg shoe amaze colour small
12968,best shoe buy nice shoe wear.we wear run jogging also casual use worth buying
12969,worthy worthy
12970,not good shoe's comfortable product design expected.i get
12971,good product supperb material material expect good product show photo
12973,review like product quality good size small big size unavailable broought amazon price also less compare flipcart
12974,value money buy shoe father like much comfortable father satisfy
12976,good one super worthable
12977,perfect shoe perfect fit light weight value money overall perfect shoe
12978,nice product slightly_smiling_face soft sole perfect fit sweat much inside not sport
12980,worth price quality not good size issue
12981,excellent product would recommend shoe
12982,excellent shoe good fit light weight shoe comfortable wear
12983,comfortable good pair shoe
12984,"nice design comfort less price compare big brand like adidas reebok 



 good quality light weight"
12985,like shoe much red chief renowned product stand name totally comfortable light weight airy comfortable
12986,excellent product perfect fit light weight great product red cheif recommend run well weight lift
12987,worth per cost way comfortable recommend
12990,vey good product affordable price product describe comfortable walk run
12991,nice best shoe
12993,good one best worn sock
12995,fabulous best price
12998,extremely good good
12999,good product awesome
13000,superb amazon send use defected product product serious quality issue post photo see how's quality shoe please buy anything amazon want headache free experience
13001,nice shoe best quality shoe perfect fit con elastic use insert foot little tight wear excellent product sparx always know quality glowing_starok_hand
13002,sexy pic although shoe comfortable quality product really bad purchase twice time shoe get tear back within month really not worthy not recommend anybody purchase shoe basis quality
13003,worth money not fit even get size please consider brought product father everything superb either comfort look back slip foot not stretchable fat foot buy return
13004,comferd insole foam get damage get drenched rain sole also erode within day moderate walk might use light walk not durable run activity rough surface avoid
13005,nice perfect fit comfortable light weight..quality good.can easily last upto month
13006,nice seller send wrong colour order navy neon orange get blue silver.but quality fit product expected.if happen directly call amazon helpdesk get replacement
13008,nice total fraud use worn nonsense receive
13010,go perfect size comfortable recommend
13011,value money worth use inside house quality good
13012,good product reasonable price buy mother like use walk
13013,nice comfortable light weight value money delivery due date
13014,truely underrated product nice product
13015,awesome must buy cosy comfortable
13016,soft light nice product
13017,good product worth money order gift friend comfortable stylish even colour also good product deliver day later
13018,totally stunning product good far cost concerned comfortable look good easy wear remove happy shoe
13019,awesome product good due less flexibility difficult wear whenever want wear think unamused_face
13020,amazing product design shoe size fit men one number lessshoes lighweight comfortable
13021,good quality good product
13022,truely underrated product thankyou amazon shoe really good comfortable look good sport shoe gymming etc mid range go
13023,awesome weightless suitable mornibg walk run
13024,nice take foot shoe inner part shoe sole also come poor quality
13025,good product excellentthumbs_up little bit narrow size go big size
13026,totally stun look copied product
13028,nice shoe not fit even get size please consider brought product father everything superb either comfort look back slip foot not stretchable fat foot buy return
13029,good although shoe comfortable quality product really bad purchase twice time shoe get tear back within month really not worthy not recommend anybody purchase shoe basis quality
13030,excellent best quality shoe perfect fit con elastic use insert foot little tight wear excellent product sparx always know quality glowing_starok_hand
13031,excellent product good quality amazon send use defected product product serious quality issue post photo see how's quality shoe please buy anything amazon want headache free experience
13033,worth buying amaze good look fit body
13035,good light weight delivery fast always even lockdown product awesome price less market price
13036,superb quality shoe comfortable look good look stylish eagerly wait husband come home try shoe update three day
13037,nice cheap quality shoe
13038,cool comfortable light weight nice jogging
13040,comfortable shoe buy wife like much fit perfect comfortable
13041,fully satisfy not comfortable
13042,good good product red chip good product love
13043,look durable comfortable shoe
13044,positive product good size large that's replace order
13045,comfortable shoe good
13046,"excellent shoe comfortable,light great color comfortable easy wear fit expect exact per size chart"
13047,comfort shoe look feel comfortable
13048,great shoe colour combination ok_hand excellent thumbs_up
13049,shoe every day lovely comfortable product feel happy run walking
13050,good running shoe variation shoe elastic not comfortable wear
13052,suprisingly good perfect
13053,good look comfortable wear dad like alot
13054,comfort value amazing fit product extremely comfortable kind activity walk run gym play badminton great product valuable price
13055,"name stand totally comfortable jogg good foot palm surface,great product worth buy"
13057,good comfy shoe product good walk marval floor lt make wal noise like cheee...chuuu
13058,buy size large probably size not fit per size
13059,nice quality narrow front broad foot
13060,comfortable walk smart light weight shoe comfortable walk
13061,good one bought shoe august december problem say shoe one best shoe ever had.the price bit high first time heard brand worth shoe light weight nice grip even slippery area look stylish worn even casual outing shoe not water proof mean say water enter inside shoesi use regular basis past month use shoe rain use muddy area ever place clean water lazy keep rain shoe look new really happy quality shoe
13063,good shoe yes value money
13066,value money good product not good
13068,red chief real chief shoe good like
13069,nice hat's redchief mesmerize product great quality worth money spent.looks texture may leave open eyed.looking forward redchief amzon combo future
13070,affordable comfortable luv shoe soft loking amazing luv
13072,nice comfortable shoe light quality layer exactly like paper not make run walk someone want beauty buy otherwise not buy
13073,love smiling_face_with_heart-eyes brought daughter love red_heartred_heartred_heartthumbs_up
13074,value money hat's redchief mesmerize product great quality worth money spent.looks texture may leave open eyed.looking forward redchief amzon combo future
13075,good light weight comfortable nice fitting
13076,great confert light weight superb best gift dear friend
13077,fabulous product good product deliver early
13078,use gym comfortable perfect fit light weight best price shoe light quality layer exactly like paper not make run walk someone want beauty buy otherwise not buy
13079,good give birthday gift father nice expect come earlier gift father birthday thats give star overall shoe amaze
13080,value money quality good asian prodect good fitting ok quality ok give star
13081,nice little doubt quality product order recive really happy dought become clear wow super fantastic vibrant blue color dam sure quality bit rebook adidas bata repute spot shoe brand light well smooth weight get really satisfy thanks amazon
13082,superb product look clean neat perfect fit light weight build quality also good
13084,value money good daily use
13086,nice pay worth money nice shoe price
13087,comfortable shoe like fit per size comfortable jogging brisk walk cycle love them!have brand focus pair blew
13088,comfortable good strain not remove easyly shoe
13089,fero wonderful product excellent nice shoe light weight comfort nice look
13090,good value money.need improvement base comfort
13091,product quality absolutely right product price
13095,good really nice shoes....very comfort
13096,amazon best product superb look attractive light free wear quality great love
13097,light wait product useful
13099,overall product good product pack best seller good
13100,nice shoe light fit comfortable.value money
13102,nice shoe color not match order image want return replace
13103,good quality furo redchiff shoe good light weight comfort
13105,excellant grip fitting quality product not good not happy product wastage money time request everyone buy product
13106,star product quality product best star product.east west sparx best.if want quality produt buy
13107,nice low quality shoe not use sport purpose
13108,"quality shoes,colour cost product not good"
13109,fit good shoe price range go
13111,nice product quality good fitment also well
13112,best nice price range
13114,great product light weight work great
13115,accord cost good come name brand always expect product good product quality time furo red chief really disappoint without rough play sol come five month not great product
13116,lightweight comfortable shoe good price range also durable nice look comfy shoe use casual wear not sport really comfortable.i get compliment look value money.although picture show bit enhanced real shoe not bright look nice
13117,ausom product excellent product light weight comfortable thanks amazon
13118,good fitting product isnt much good showing website.average
13119,good shoe worth price not expect comfortable value money
13120,go thumbs_up comfortable best quality would like say dont think twice nd buy
13121,jai ho show awesome look fantastic issue slight small
13122,excellent shoe fit well size perfect hurt toe initially use continuously vanished otherwise light weight comfortable wear day
13123,nice fit sole grip good
13124,nice product great quality ofmeshcomfortbranding logoand best part grip great deal
13125,good product nice shoe running_shoe perfect fitting comfortable light weight good everything.now let's see longevity smiling_face_with_heart-eyes
13126,good kind quality product not reach expectation
13127,really good shoe like comfort light weight perfect sport person
13128,quality nice product
13129,valuable thing excellent product satisfy product
13130,"nice one highly recommended fit perfect much satisfy furo product lite weight sole soft stylish look overall quality product value money,go it.thanks amazon"
13131,read chef great brand bottom rubber strap get ruin work not fit jumping exercise quality not good
13132,light weight soft foot nice good quality comfortable
13133,nice shoe look gooddelivery timefound price bit high side
13134,perfect resonable price nice shoe comfortable
13136,good light weight nice walk sole quality not satisfactory need comfort soft sole opt brand
13137,not good think old stock item send
13139,good nice shoesbut think life not adidas nike shoe
13140,value money purchase shoe little sister gift birthday love
13141,masaledar product excellent product red chief thanks amazon
13142,expect gud work well walk
13143,good product product quantity not good think product old
13144,red chief nice look product look good first fit well issue really flimsy near toe end within use one month tear produce hole
13145,good purchase fit properly leave shoe seem fit right shoe fit well
13146,nice product good quality want claim warranty poor quality shoe send seller
13147,best quality low price order blue color deliver black seller lucknow.size quality good
13150,good product product good look fit expect useful exercising also light weight need tie lace
13151,happy product shoe insole poor cushion else fit finish fine walk seem like walk bare foot
13152,thank brand available amazon well price order hubby like look felt comfortable soon update regard shoe comfort durability
13153,good spark logo not stick properly shoe one logo come first day itself.other wise quality look par top sport shoe brand addidas reebok shoe
13154,comfortable wonderful best class product spark much comfortable light weight good look value money best quality good comfort extremely love runner thanks amazon deliver commit time
13155,goodone receive product good condition it’s nice perfect walk run
13157,problem quality fit perfect fit comfortable walk run
13158,everything fine however not durable good comfortable lightweight
13159,love red_heart shoe fine seem sent use one return one becoz stain dust shoes.kindly assure product quality
13160,comfortable light weight mahine bhi nai chale achhe se aur ek shoe age se phat gya naam ke hai sirf spark
13161,lastik hard pic comfortable extremely nice fit perfect run walk daily use
13162,"perfect product runner 



 get awesome product cheap price feel comfort light weight fittin also best cheap price look wise good sol feel spongy best product thanks redchief"
13163,superrrrrrrr thenku somch amazon wooooov super nice comfortable ok_hand sem image
13164,perfect fit comfort nice product value money show picture really like furo
13165,nice product light weight fit value money must go product
13166,best shoe amazon good product valuable price
13168,good comfortable shoe ok quality not big run casual wear
13169,excellent like quality standard product
13170,nice product good one
13171,definitely recommend comfortable nice fit
13173,good walking shoe light weight comfortable use long without sock may get shoebite
13174,good product amaze product use two month everyday fit well super good product
13175,good shoe good productbut soal little bit slippy exercise run
13176,"product good.guys purchase shoe comfortable feel good wore shoes,very light material also soft..but one issue find large size"
13177,furo run shoe not agood product not fit well
13178,good good one finish not perfect
13179,super awesome super lightok_handlight_skin_tone worth money comfy wear quality good match perfectly show webok_handlight_skin_tone
13181,good quality worth
13182,good product poor quality
13183,excellent good light weight shoe face two problem slightly not fit run walk right foot shoe slightly leave side front side compare second shoe thanks
13184,good look fit good light weight flexible
13186,good product quality not expect fabric issue bad experienceprice high comparative local market
13187,really good value money use product deliver duplicate product not original one......not accept amazon thumbs_downthumbs_downthumbs_downthumbs_downthumbs_down
13188,superb good iam happy
13190,fabulous look attractive foot
13191,good quality worth
13193,wonderfull full joy receive product trually genuine original product receive fitt expect delivery little bit delay product make happy amezon deserve award delivaring product price thaks amezon cloudtail
13194,supup shoe price range shoe buy range quality good look good colour match good
13195,nice shoe nice fit light weight
13198,fabulous product amazing product slightly_smiling_faceslightly_smiling_face fully satisfy
13199,shandaar that's great opportunity buy campus shoe amazon great
13201,genuine product go wear size order size fit perfect.good quality happy shoe
13202,happy product complaint product comfort walk light weight good product fit light weight comfort
13203,good shoe feel comfort good shoe feel comfort
13204,amaze shoe run travel use school college fit amazing shoe run travel use school college fit all...i use shoe since last year still shoe happy take shoe
13205,comfortable stylish shoe ever wear good
13206,excellent please buy nice shoe smooth light weight want comfortable whole day go
13207,campus never disappoints shoe good packaging horrible already box tiny bit dust i'm big fan campus shoe they'll never disappoint
13209,good product good product not light weight valuable money use daily work day also use fugtion occasion purpose
13211,nice product like product superb thumbs_up
13213,comfortable stylish durable look economic yet good look durable pair shoe choose without thought write month experience pair shoe thanks
13214,good prodect good prodect
13215,that's product perfect likely
13216,"light weight comfortable buy badminton run light weight comfortable,value money criterion need buy..the shoe fulfill criteria.i give marks.great shoe yaar"
13217,"happy 



 nice comfert shoe original product"
13218,good qualify expect good quality
13220,light weight perfectly fit first time order campus shoe turn perfect fit light perfectly fit
13221,overall quality good goodi buy
13222,go good shoea exercise size litlle bit large love product much modern shoe
13225,ok shoe third class
13226,durability comfort good fabulous sole shoe nice long-lasting durability
13227,comfort comfortable shoe really comfort shoe
13229,highly recommend nice shoe campus comfortable expect
13230,nice product light weight
13231,slightly good like shoe much look look picture delevry delay due corona arrive expectation.inner cusion not comfortable price good buy
13232,perfect product everything perfect fit great shoe activity work run walk wear casual out freinds beast!very comfortable light weight buy uk size perfect fit
13233,excellentthumbs_upthumbs_upthumbs_up excellenthundred_pointshundred_pointshundred_points shoe perfect shoe bag also give must recommend
13234,best sport shoe price range question dislike product's fitting comfort look specially price satisfactory
13235,comfort size love wine red color shoe...i try fit perfectly choose dark color not get dirty run road/park order size though actual size lower size not fit good order one size big like logo campus brand shoe wahable even mud stick clean easily
13236,"super product good quality 



 i like product search product flipkart,ajio,meesho etc offer.amazon great offer"
13237,wow best product fine colour fit small size
13240,go worth money awesome product range light weight look good comfortable paisa wasool
13242,"review nice,soft comfortable go smiling_face️"
13243,must buy product super light weight super quality thanks asian amazon beaming_face_with_smiling_eyes
13246,good fitting nice product good fitting
13247,spark nice shoe
13248,well comfort good product perfect fitting
13249,comfortable worth price best walking
13251,really comfortable really comfortable
13254,good item comfortable smooth walking
13255,good quality soul ok size not comfortable expect colour shoe nice shoe heavier recommend nice thing product come good price segment
13256,superbbb soft comfortable easy wash love
13257,nice product nice fit light weight nice color
13259,good product good product delivery time long day
13260,best product comfortable
13261,five star nice product go
13262,good product good product
13263,nice shoe buy moter mother happy wear perfect run walk light weight shoe
13265,comfortable good product
13266,fit perfectly look like picture
13267,best workout go outs party best shoe campus great workout also work party stay outs tour etc good product comfortable wear
13268,excellent purchase affordable price shoe awesome price pump everyday light shoe highly recommend comfortable rebook nike shoe work smooth
13269,nice highly comfortable shoe daily runner shoe good run daily walk within reasonable price delivery amazon superb get item much mention date
13270,nice product bad shoe
13271,awesome product loving happy
13272,best shoe good product weight shoe issue
13273,thanks asian light weight comfortable shoe suggest buy product also find asian shoe use full thanks asian brand
13274,good look picture
13275,good product think net infront
13276,quality product nothing
13278,quality light weight nice product sparx
13279,go head light weight
13280,best shoe price segment best shoe walk price segment second time buy shoe color size first last year's
13283,perfect must buy product look brand shoe budget range must invest product really useful product
13284,osm go comfortable material good osm amaze blindly go
13285,comfortable light weight order usual size true size comfortable light weight good morning walk
13286,great shoe good shoe cheap best price buy
13287,must buy must buy
13288,awesome expect shoe marvellous...thnx amazon give best price
13293,amazing expectation vs realityboth samenice product
13295,awesome shoe good quality not bad good quality lovely wow
13297,best product mst shoe
13298,good product good product
13300,nice delevary nice product nice product thanks amazon
13301,short fine toe side tight
13302,campus shoe nice product
13303,nice sho morning wo
13304,nice package bad shoe inner out sol bad condition buy
13306,outstanding good product price
13307,"look design attractive nice comfortable,good colour,strong"
13310,nice shoe heavy wt shoe casual purpose ok sport not perfect
13311,comforty light weight best
13312,excellent product nice comfortable sport shoe good price
13315,black comfortable good value money money_bag
13319,comfortable good comfortable light weight
13320,good little bit weight actual size little inch large nice feeling wear good
13322,size not proper shoe good size not proper always wear campas shoe size time size not proper
